methodName,doc,parentName,parsedAPIReferenceUrl,pythonReferenceUrl
create,"Create a new webhook.

You have to specify exactly one out of actor_id, actor_task_id or actor_run_id.

https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/create-webhook

Args:
    event_types (list of WebhookEventType): List of event types that should trigger the webhook. At least one is required.
    request_url (str): URL that will be invoked once the webhook is triggered.
    payload_template (str, optional): Specification of the payload that will be sent to request_url
    actor_id (str, optional): Id of the actor whose runs should trigger the webhook.
    actor_task_id (str, optional): Id of the actor task whose runs should trigger the webhook.
    actor_run_id (str, optional): Id of the actor run which should trigger the webhook.
    ignore_ssl_errors (bool, optional): Whether the webhook should ignore SSL errors returned by request_url
    do_not_retry (bool, optional): Whether the webhook should retry sending the payload to request_url upon
                                   failure.
    idempotency_key (str, optional): A unique identifier of a webhook. You can use it to ensure that you won't
                                     create the same webhook multiple times.
    is_ad_hoc (bool, optional): Set to True if you want the webhook to be triggered only the first time the
                                condition is fulfilled. Only applicable when actor_run_id is filled.

Returns:
    dict: The created webhook",WebhookCollectionClientAsync,https://docs.apify.com/api/v2#/reference/webhooks/webhook-collection/create-webhook,https://docs.apify.com/api/client/python/reference/class/WebhookCollectionClientAsync#create
get_task_representation,Get the dictionary representation of a task.,apify_client.clients.resource_clients.task,,https://docs.apify.com/api/client/python/reference/class/apify_client.clients.resource_clients.task#get_task_representation
__init__,Initialize the TaskClient.,TaskClient,,https://docs.apify.com/api/client/python/reference/class/TaskClient#__init__
get,"Retrieve the task.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/get-task

Returns:
    dict, optional: The retrieved task",TaskClient,https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/get-task,https://docs.apify.com/api/client/python/reference/class/TaskClient#get
update,"Update the task with specified fields.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/update-task

Args:
    name (str, optional): Name of the task
    build (str, optional): Actor build to run. It can be either a build tag or build number.
                           By default, the run uses the build specified in the task settings (typically latest).
    max_items (int, optional): Maximum number of results that will be returned by this run.
                               If the Actor is charged per result, you will not be charged for more results than the given limit.
    memory_mbytes (int, optional): Memory limit for the run, in megabytes.
                                   By default, the run uses a memory limit specified in the task settings.
    timeout_secs (int, optional): Optional timeout for the run, in seconds. By default, the run uses timeout specified in the task settings.
    task_input (dict, optional): Task input dictionary
    title (str, optional): A human-friendly equivalent of the name

Returns:
    dict: The updated task",TaskClient,https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/update-task,https://docs.apify.com/api/client/python/reference/class/TaskClient#update
delete,"Delete the task.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/delete-task",TaskClient,,https://docs.apify.com/api/client/python/reference/class/TaskClient#delete
start,"Start the task and immediately return the Run object.

https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task

Args:
    task_input (dict, optional): Task input dictionary
    build (str, optional): Specifies the actor build to run. It can be either a build tag or build number.
                           By default, the run uses the build specified in the task settings (typically latest).
    max_items (int, optional): Maximum number of results that will be returned by this run.
                               If the Actor is charged per result, you will not be charged for more results than the given limit.
    memory_mbytes (int, optional): Memory limit for the run, in megabytes.
                                   By default, the run uses a memory limit specified in the task settings.
    timeout_secs (int, optional): Optional timeout for the run, in seconds. By default, the run uses timeout specified in the task settings.
    wait_for_finish (int, optional): The maximum number of seconds the server waits for the run to finish.
                                       By default, it is 0, the maximum value is 60.
    webhooks (list of dict, optional): Optional ad-hoc webhooks (https://docs.apify.com/webhooks/ad-hoc-webhooks)
                                       associated with the actor run which can be used to receive a notification,
                                       e.g. when the actor finished or failed.
                                       If you already have a webhook set up for the actor or task, you do not have to add it again here.
                                       Each webhook is represented by a dictionary containing these items:
                                       * ``event_types``: list of ``WebhookEventType`` values which trigger the webhook
                                       * ``request_url``: URL to which to send the webhook HTTP request
                                       * ``payload_template`` (optional): Optional template for the request payload

Returns:
    dict: The run object",TaskClient,https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task,https://docs.apify.com/api/client/python/reference/class/TaskClient#start
call,"Start a task and wait for it to finish before returning the Run object.

It waits indefinitely, unless the wait_secs argument is provided.

https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task

Args:
    task_input (dict, optional): Task input dictionary
    build (str, optional): Specifies the actor build to run. It can be either a build tag or build number.
                           By default, the run uses the build specified in the task settings (typically latest).
    max_items (int, optional): Maximum number of results that will be returned by this run.
                               If the Actor is charged per result, you will not be charged for more results than the given limit.
    memory_mbytes (int, optional): Memory limit for the run, in megabytes.
                                   By default, the run uses a memory limit specified in the task settings.
    timeout_secs (int, optional): Optional timeout for the run, in seconds. By default, the run uses timeout specified in the task settings.
    webhooks (list, optional): Specifies optional webhooks associated with the actor run, which can be used to receive a notification
                               e.g. when the actor finished or failed. Note: if you already have a webhook set up for the actor or task,
                               you do not have to add it again here.
    wait_secs (int, optional): The maximum number of seconds the server waits for the task run to finish. If not provided, waits indefinitely.

Returns:
    dict: The run object",TaskClient,https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task,https://docs.apify.com/api/client/python/reference/class/TaskClient#call
get_input,"Retrieve the default input for this task.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/get-task-input

Returns:
    dict, optional: Retrieved task input",TaskClient,https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/get-task-input,https://docs.apify.com/api/client/python/reference/class/TaskClient#get_input
update_input,"Update the default input for this task.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/update-task-input

Returns:
    dict, Retrieved task input",TaskClient,https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/update-task-input,https://docs.apify.com/api/client/python/reference/class/TaskClient#update_input
runs,Retrieve a client for the runs of this task.,TaskClient,,https://docs.apify.com/api/client/python/reference/class/TaskClient#runs
last_run,"Retrieve the client for the last run of this task.

Last run is retrieved based on the start time of the runs.

Args:
    status (ActorJobStatus, optional): Consider only runs with this status.
    origin (MetaOrigin, optional): Consider only runs started with this origin.

Returns:
    RunClient: The resource client for the last run of this task.",TaskClient,,https://docs.apify.com/api/client/python/reference/class/TaskClient#last_run
webhooks,Retrieve a client for webhooks associated with this task.,TaskClient,,https://docs.apify.com/api/client/python/reference/class/TaskClient#webhooks
__init__,Initialize the TaskClientAsync.,TaskClientAsync,,https://docs.apify.com/api/client/python/reference/class/TaskClientAsync#__init__
get,"Retrieve the task.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/get-task

Returns:
    dict, optional: The retrieved task",TaskClientAsync,https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/get-task,https://docs.apify.com/api/client/python/reference/class/TaskClientAsync#get
update,"Update the task with specified fields.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/update-task

Args:
    name (str, optional): Name of the task
    build (str, optional): Actor build to run. It can be either a build tag or build number.
                           By default, the run uses the build specified in the task settings (typically latest).
    max_items (int, optional): Maximum number of results that will be returned by this run.
                               If the Actor is charged per result, you will not be charged for more results than the given limit.
    memory_mbytes (int, optional): Memory limit for the run, in megabytes.
                                   By default, the run uses a memory limit specified in the task settings.
    timeout_secs (int, optional): Optional timeout for the run, in seconds. By default, the run uses timeout specified in the task settings.
    task_input (dict, optional): Task input dictionary
    title (str, optional): A human-friendly equivalent of the name

Returns:
    dict: The updated task",TaskClientAsync,https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/update-task,https://docs.apify.com/api/client/python/reference/class/TaskClientAsync#update
delete,"Delete the task.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-object/delete-task",TaskClientAsync,,https://docs.apify.com/api/client/python/reference/class/TaskClientAsync#delete
start,"Start the task and immediately return the Run object.

https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task

Args:
    task_input (dict, optional): Task input dictionary
    build (str, optional): Specifies the actor build to run. It can be either a build tag or build number.
                           By default, the run uses the build specified in the task settings (typically latest).
    max_items (int, optional): Maximum number of results that will be returned by this run.
                               If the Actor is charged per result, you will not be charged for more results than the given limit.
    memory_mbytes (int, optional): Memory limit for the run, in megabytes.
                                   By default, the run uses a memory limit specified in the task settings.
    timeout_secs (int, optional): Optional timeout for the run, in seconds. By default, the run uses timeout specified in the task settings.
    wait_for_finish (int, optional): The maximum number of seconds the server waits for the run to finish.
                                       By default, it is 0, the maximum value is 60.
    webhooks (list of dict, optional): Optional ad-hoc webhooks (https://docs.apify.com/webhooks/ad-hoc-webhooks)
                                       associated with the actor run which can be used to receive a notification,
                                       e.g. when the actor finished or failed.
                                       If you already have a webhook set up for the actor or task, you do not have to add it again here.
                                       Each webhook is represented by a dictionary containing these items:
                                       * ``event_types``: list of ``WebhookEventType`` values which trigger the webhook
                                       * ``request_url``: URL to which to send the webhook HTTP request
                                       * ``payload_template`` (optional): Optional template for the request payload

Returns:
    dict: The run object",TaskClientAsync,https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task,https://docs.apify.com/api/client/python/reference/class/TaskClientAsync#start
call,"Start a task and wait for it to finish before returning the Run object.

It waits indefinitely, unless the wait_secs argument is provided.

https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task

Args:
    task_input (dict, optional): Task input dictionary
    build (str, optional): Specifies the actor build to run. It can be either a build tag or build number.
                           By default, the run uses the build specified in the task settings (typically latest).
    max_items (int, optional): Maximum number of results that will be returned by this run.
                               If the Actor is charged per result, you will not be charged for more results than the given limit.
    memory_mbytes (int, optional): Memory limit for the run, in megabytes.
                                   By default, the run uses a memory limit specified in the task settings.
    timeout_secs (int, optional): Optional timeout for the run, in seconds. By default, the run uses timeout specified in the task settings.
    webhooks (list, optional): Specifies optional webhooks associated with the actor run, which can be used to receive a notification
                               e.g. when the actor finished or failed. Note: if you already have a webhook set up for the actor or task,
                               you do not have to add it again here.
    wait_secs (int, optional): The maximum number of seconds the server waits for the task run to finish. If not provided, waits indefinitely.

Returns:
    dict: The run object",TaskClientAsync,https://docs.apify.com/api/v2#/reference/actor-tasks/run-collection/run-task,https://docs.apify.com/api/client/python/reference/class/TaskClientAsync#call
get_input,"Retrieve the default input for this task.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/get-task-input

Returns:
    dict, optional: Retrieved task input",TaskClientAsync,https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/get-task-input,https://docs.apify.com/api/client/python/reference/class/TaskClientAsync#get_input
update_input,"Update the default input for this task.

https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/update-task-input

Returns:
    dict, Retrieved task input",TaskClientAsync,https://docs.apify.com/api/v2#/reference/actor-tasks/task-input-object/update-task-input,https://docs.apify.com/api/client/python/reference/class/TaskClientAsync#update_input
runs,Retrieve a client for the runs of this task.,TaskClientAsync,,https://docs.apify.com/api/client/python/reference/class/TaskClientAsync#runs
last_run,"Retrieve the client for the last run of this task.

Last run is retrieved based on the start time of the runs.

Args:
    status (ActorJobStatus, optional): Consider only runs with this status.
    origin (MetaOrigin, optional): Consider only runs started with this origin.

Returns:
    RunClientAsync: The resource client for the last run of this task.",TaskClientAsync,,https://docs.apify.com/api/client/python/reference/class/TaskClientAsync#last_run
webhooks,Retrieve a client for webhooks associated with this task.,TaskClientAsync,,https://docs.apify.com/api/client/python/reference/class/TaskClientAsync#webhooks
__init__,Initialize the RunClient.,RunClient,,https://docs.apify.com/api/client/python/reference/class/RunClient#__init__
get,"Return information about the actor run.

https://docs.apify.com/api/v2#/reference/actor-runs/run-object/get-run

Returns:
    dict: The retrieved actor run data",RunClient,https://docs.apify.com/api/v2#/reference/actor-runs/run-object/get-run,https://docs.apify.com/api/client/python/reference/class/RunClient#get
update,"Update the run with the specified fields.

https://docs.apify.com/api/v2#/reference/actor-runs/run-object/update-run

Args:
    status_message (str, optional): The new status message for the run
    is_status_message_terminal (bool, optional): Set this flag to True if this is the final status message of the Actor run.

Returns:
    dict: The updated run",RunClient,https://docs.apify.com/api/v2#/reference/actor-runs/run-object/update-run,https://docs.apify.com/api/client/python/reference/class/RunClient#update
delete,"Delete the run.

https://docs.apify.com/api/v2#/reference/actor-runs/delete-run/delete-run",RunClient,,https://docs.apify.com/api/client/python/reference/class/RunClient#delete
abort,"Abort the actor run which is starting or currently running and return its details.

https://docs.apify.com/api/v2#/reference/actor-runs/abort-run/abort-run

Args:
    gracefully (bool, optional): If True, the actor run will abort gracefully.
        It will send ``aborting`` and ``persistStates`` events into the run and force-stop the run after 30 seconds.
        It is helpful in cases where you plan to resurrect the run later.

Returns:
    dict: The data of the aborted actor run",RunClient,https://docs.apify.com/api/v2#/reference/actor-runs/abort-run/abort-run,https://docs.apify.com/api/client/python/reference/class/RunClient#abort
wait_for_finish,"Wait synchronously until the run finishes or the server times out.

Args:
    wait_secs (int, optional): how long does the client wait for run to finish. None for indefinite.

Returns:
    dict, optional: The actor run data. If the status on the object is not one of the terminal statuses
        (SUCEEDED, FAILED, TIMED_OUT, ABORTED), then the run has not yet finished.",RunClient,,https://docs.apify.com/api/client/python/reference/class/RunClient#wait_for_finish
metamorph,"Transform an actor run into a run of another actor with a new input.

https://docs.apify.com/api/v2#/reference/actor-runs/metamorph-run/metamorph-run

Args:
    target_actor_id (str): ID of the target actor that the run should be transformed into
    target_actor_build (str, optional): The build of the target actor. It can be either a build tag or build number.
        By default, the run uses the build specified in the default run configuration for the target actor (typically the latest build).
    run_input (Any, optional): The input to pass to the new run.
    content_type (str, optional): The content type of the input.

Returns:
    dict: The actor run data.",RunClient,https://docs.apify.com/api/v2#/reference/actor-runs/metamorph-run/metamorph-run,https://docs.apify.com/api/client/python/reference/class/RunClient#metamorph
resurrect,"Resurrect a finished actor run.

Only finished runs, i.e. runs with status FINISHED, FAILED, ABORTED and TIMED-OUT can be resurrected.
Run status will be updated to RUNNING and its container will be restarted with the same default storages.

https://docs.apify.com/api/v2#/reference/actor-runs/resurrect-run/resurrect-run

Args:
    build (str, optional): Which actor build the resurrected run should use. It can be either a build tag or build number.
                           By default, the resurrected run uses the same build as before.
    memory_mbytes (int, optional): New memory limit for the resurrected run, in megabytes.
                                   By default, the resurrected run uses the same memory limit as before.
    timeout_secs (int, optional): New timeout for the resurrected run, in seconds.
                                   By default, the resurrected run uses the same timeout as before.

Returns:
    dict: The actor run data.",RunClient,https://docs.apify.com/api/v2#/reference/actor-runs/resurrect-run/resurrect-run,https://docs.apify.com/api/client/python/reference/class/RunClient#resurrect
reboot,"Reboot an Actor run. Only runs that are running, i.e. runs with status RUNNING can be rebooted.

https://docs.apify.com/api/v2#/reference/actor-runs/reboot-run/reboot-run

Returns:
    dict: The Actor run data.",RunClient,https://docs.apify.com/api/v2#/reference/actor-runs/reboot-run/reboot-run,https://docs.apify.com/api/client/python/reference/class/RunClient#reboot
dataset,"Get the client for the default dataset of the actor run.

https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages

Returns:
    DatasetClient: A client allowing access to the default dataset of this actor run.",RunClient,https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages,https://docs.apify.com/api/client/python/reference/class/RunClient#dataset
key_value_store,"Get the client for the default key-value store of the actor run.

https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages

Returns:
    KeyValueStoreClient: A client allowing access to the default key-value store of this actor run.",RunClient,https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages,https://docs.apify.com/api/client/python/reference/class/RunClient#key_value_store
request_queue,"Get the client for the default request queue of the actor run.

https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages

Returns:
    RequestQueueClient: A client allowing access to the default request_queue of this actor run.",RunClient,https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages,https://docs.apify.com/api/client/python/reference/class/RunClient#request_queue
log,"Get the client for the log of the actor run.

https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages

Returns:
    LogClient: A client allowing access to the log of this actor run.",RunClient,https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages,https://docs.apify.com/api/client/python/reference/class/RunClient#log
__init__,Initialize the RunClientAsync.,RunClientAsync,,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#__init__
get,"Return information about the actor run.

https://docs.apify.com/api/v2#/reference/actor-runs/run-object/get-run

Returns:
    dict: The retrieved actor run data",RunClientAsync,https://docs.apify.com/api/v2#/reference/actor-runs/run-object/get-run,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#get
update,"Update the run with the specified fields.

https://docs.apify.com/api/v2#/reference/actor-runs/run-object/update-run

Args:
    status_message (str, optional): The new status message for the run
    is_status_message_terminal (bool, optional): Set this flag to True if this is the final status message of the Actor run.

Returns:
    dict: The updated run",RunClientAsync,https://docs.apify.com/api/v2#/reference/actor-runs/run-object/update-run,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#update
abort,"Abort the actor run which is starting or currently running and return its details.

https://docs.apify.com/api/v2#/reference/actor-runs/abort-run/abort-run

Args:
    gracefully (bool, optional): If True, the actor run will abort gracefully.
        It will send ``aborting`` and ``persistStates`` events into the run and force-stop the run after 30 seconds.
        It is helpful in cases where you plan to resurrect the run later.

Returns:
    dict: The data of the aborted actor run",RunClientAsync,https://docs.apify.com/api/v2#/reference/actor-runs/abort-run/abort-run,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#abort
wait_for_finish,"Wait synchronously until the run finishes or the server times out.

Args:
    wait_secs (int, optional): how long does the client wait for run to finish. None for indefinite.

Returns:
    dict, optional: The actor run data. If the status on the object is not one of the terminal statuses
        (SUCEEDED, FAILED, TIMED_OUT, ABORTED), then the run has not yet finished.",RunClientAsync,,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#wait_for_finish
delete,"Delete the run.

https://docs.apify.com/api/v2#/reference/actor-runs/delete-run/delete-run",RunClientAsync,,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#delete
metamorph,"Transform an actor run into a run of another actor with a new input.

https://docs.apify.com/api/v2#/reference/actor-runs/metamorph-run/metamorph-run

Args:
    target_actor_id (str): ID of the target actor that the run should be transformed into
    target_actor_build (str, optional): The build of the target actor. It can be either a build tag or build number.
        By default, the run uses the build specified in the default run configuration for the target actor (typically the latest build).
    run_input (Any, optional): The input to pass to the new run.
    content_type (str, optional): The content type of the input.

Returns:
    dict: The actor run data.",RunClientAsync,https://docs.apify.com/api/v2#/reference/actor-runs/metamorph-run/metamorph-run,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#metamorph
resurrect,"Resurrect a finished actor run.

Only finished runs, i.e. runs with status FINISHED, FAILED, ABORTED and TIMED-OUT can be resurrected.
Run status will be updated to RUNNING and its container will be restarted with the same default storages.

https://docs.apify.com/api/v2#/reference/actor-runs/resurrect-run/resurrect-run

Args:
    build (str, optional): Which actor build the resurrected run should use. It can be either a build tag or build number.
                           By default, the resurrected run uses the same build as before.
    memory_mbytes (int, optional): New memory limit for the resurrected run, in megabytes.
                                   By default, the resurrected run uses the same memory limit as before.
    timeout_secs (int, optional): New timeout for the resurrected run, in seconds.
                                   By default, the resurrected run uses the same timeout as before.

Returns:
    dict: The actor run data.",RunClientAsync,https://docs.apify.com/api/v2#/reference/actor-runs/resurrect-run/resurrect-run,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#resurrect
reboot,"Reboot an Actor run. Only runs that are running, i.e. runs with status RUNNING can be rebooted.

https://docs.apify.com/api/v2#/reference/actor-runs/reboot-run/reboot-run

Returns:
    dict: The Actor run data.",RunClientAsync,https://docs.apify.com/api/v2#/reference/actor-runs/reboot-run/reboot-run,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#reboot
dataset,"Get the client for the default dataset of the actor run.

https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages

Returns:
    DatasetClientAsync: A client allowing access to the default dataset of this actor run.",RunClientAsync,https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#dataset
key_value_store,"Get the client for the default key-value store of the actor run.

https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages

Returns:
    KeyValueStoreClientAsync: A client allowing access to the default key-value store of this actor run.",RunClientAsync,https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#key_value_store
request_queue,"Get the client for the default request queue of the actor run.

https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages

Returns:
    RequestQueueClientAsync: A client allowing access to the default request_queue of this actor run.",RunClientAsync,https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#request_queue
log,"Get the client for the log of the actor run.

https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages

Returns:
    LogClientAsync: A client allowing access to the log of this actor run.",RunClientAsync,https://docs.apify.com/api/v2#/reference/actors/last-run-object-and-its-storages,https://docs.apify.com/api/client/python/reference/class/RunClientAsync#log
__init__,Initialize the BuildClient.,BuildClient,,https://docs.apify.com/api/client/python/reference/class/BuildClient#__init__
get,"Return information about the actor build.

https://docs.apify.com/api/v2#/reference/actor-builds/build-object/get-build

Returns:
    dict, optional: The retrieved actor build data",BuildClient,https://docs.apify.com/api/v2#/reference/actor-builds/build-object/get-build,https://docs.apify.com/api/client/python/reference/class/BuildClient#get
delete,"Delete the build.

https://docs.apify.com/api/v2#/reference/actor-builds/delete-build/delete-build",BuildClient,,https://docs.apify.com/api/client/python/reference/class/BuildClient#delete
abort,"Abort the actor build which is starting or currently running and return its details.

https://docs.apify.com/api/v2#/reference/actor-builds/abort-build/abort-build

Returns:
    dict: The data of the aborted actor build",BuildClient,https://docs.apify.com/api/v2#/reference/actor-builds/abort-build/abort-build,https://docs.apify.com/api/client/python/reference/class/BuildClient#abort
wait_for_finish,"Wait synchronously until the build finishes or the server times out.

Args:
    wait_secs (int, optional): how long does the client wait for build to finish. None for indefinite.

Returns:
    dict, optional: The actor build data. If the status on the object is not one of the terminal statuses
        (SUCEEDED, FAILED, TIMED_OUT, ABORTED), then the build has not yet finished.",BuildClient,,https://docs.apify.com/api/client/python/reference/class/BuildClient#wait_for_finish
log,"Get the client for the log of the actor build.

https://docs.apify.com/api/v2/#/reference/actor-builds/build-log/get-log

Returns:
    LogClient: A client allowing access to the log of this actor build.",BuildClient,https://docs.apify.com/api/v2/#/reference/actor-builds/build-log/get-log,https://docs.apify.com/api/client/python/reference/class/BuildClient#log
__init__,Initialize the BuildClientAsync.,BuildClientAsync,,https://docs.apify.com/api/client/python/reference/class/BuildClientAsync#__init__
get,"Return information about the actor build.

https://docs.apify.com/api/v2#/reference/actor-builds/build-object/get-build

Returns:
    dict, optional: The retrieved actor build data",BuildClientAsync,https://docs.apify.com/api/v2#/reference/actor-builds/build-object/get-build,https://docs.apify.com/api/client/python/reference/class/BuildClientAsync#get
abort,"Abort the actor build which is starting or currently running and return its details.

https://docs.apify.com/api/v2#/reference/actor-builds/abort-build/abort-build

Returns:
    dict: The data of the aborted actor build",BuildClientAsync,https://docs.apify.com/api/v2#/reference/actor-builds/abort-build/abort-build,https://docs.apify.com/api/client/python/reference/class/BuildClientAsync#abort
delete,"Delete the build.

https://docs.apify.com/api/v2#/reference/actor-builds/delete-build/delete-build",BuildClientAsync,,https://docs.apify.com/api/client/python/reference/class/BuildClientAsync#delete
wait_for_finish,"Wait synchronously until the build finishes or the server times out.

Args:
    wait_secs (int, optional): how long does the client wait for build to finish. None for indefinite.

Returns:
    dict, optional: The actor build data. If the status on the object is not one of the terminal statuses
        (SUCEEDED, FAILED, TIMED_OUT, ABORTED), then the build has not yet finished.",BuildClientAsync,,https://docs.apify.com/api/client/python/reference/class/BuildClientAsync#wait_for_finish
log,"Get the client for the log of the actor build.

https://docs.apify.com/api/v2/#/reference/actor-builds/build-log/get-log

Returns:
    LogClientAsync: A client allowing access to the log of this actor build.",BuildClientAsync,https://docs.apify.com/api/v2/#/reference/actor-builds/build-log/get-log,https://docs.apify.com/api/client/python/reference/class/BuildClientAsync#log
__init__,"Initialize the RequestQueueClient.

Args:
    client_key (str, optional): A unique identifier of the client accessing the request queue",RequestQueueClient,,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#__init__
get,"Retrieve the request queue.

https://docs.apify.com/api/v2#/reference/request-queues/queue/get-request-queue

Returns:
    dict, optional: The retrieved request queue, or None, if it does not exist",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/queue/get-request-queue,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#get
update,"Update the request queue with specified fields.

https://docs.apify.com/api/v2#/reference/request-queues/queue/update-request-queue

Args:
    name (str, optional): The new name for the request queue

Returns:
    dict: The updated request queue",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/queue/update-request-queue,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#update
delete,"Delete the request queue.

https://docs.apify.com/api/v2#/reference/request-queues/queue/delete-request-queue",RequestQueueClient,,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#delete
list_head,"Retrieve a given number of requests from the beginning of the queue.

https://docs.apify.com/api/v2#/reference/request-queues/queue-head/get-head

Args:
    limit (int, optional): How many requests to retrieve

Returns:
    dict: The desired number of requests from the beginning of the queue.",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/queue-head/get-head,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#list_head
list_and_lock_head,"Retrieve a given number of unlocked requests from the beginning of the queue and lock them for a given time.

https://docs.apify.com/api/v2#/reference/request-queues/queue-head-with-locks/get-head-and-lock

Args:
    lock_secs (int): How long the requests will be locked for, in seconds
    limit (int, optional): How many requests to retrieve


Returns:
    dict: The desired number of locked requests from the beginning of the queue.",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/queue-head-with-locks/get-head-and-lock,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#list_and_lock_head
add_request,"Add a request to the queue.

https://docs.apify.com/api/v2#/reference/request-queues/request-collection/add-request

Args:
    request (dict): The request to add to the queue
    forefront (bool, optional): Whether to add the request to the head or the end of the queue

Returns:
    dict: The added request.",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/request-collection/add-request,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#add_request
get_request,"Retrieve a request from the queue.

https://docs.apify.com/api/v2#/reference/request-queues/request/get-request

Args:
    request_id (str): ID of the request to retrieve

Returns:
    dict, optional: The retrieved request, or None, if it did not exist.",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/request/get-request,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#get_request
update_request,"Update a request in the queue.

https://docs.apify.com/api/v2#/reference/request-queues/request/update-request

Args:
    request (dict): The updated request
    forefront (bool, optional): Whether to put the updated request in the beginning or the end of the queue

Returns:
    dict: The updated request",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/request/update-request,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#update_request
delete_request,"Delete a request from the queue.

https://docs.apify.com/api/v2#/reference/request-queues/request/delete-request

Args:
    request_id (str): ID of the request to delete.",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/request/delete-request,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#delete_request
prolong_request_lock,"Prolong the lock on a request.

https://docs.apify.com/api/v2#/reference/request-queues/request-lock/prolong-request-lock

Args:
    request_id (str): ID of the request to prolong the lock
    forefront (bool, optional): Whether to put the request in the beginning or the end of the queue after lock expires
    lock_secs (int): By how much to prolong the lock, in seconds",RequestQueueClient,https://docs.apify.com/api/v2#/reference/request-queues/request-lock/prolong-request-lock,https://docs.apify.com/api/client/python/reference/class/RequestQueueClient#prolong_request_lock
